"","SiteSubsitePlot","CoverChange","Duration"
"314","THUFUVER:PALSA:PALSA1_1",-0.396499863275909,23
"315","THUFUVER:PALSA:PALSA1_10",-0.428194993412385,23
"316","THUFUVER:PALSA:PALSA1_3",0.443307757885763,23
"317","THUFUVER:PALSA:PALSA1_4",0.405844155844156,22
"318","THUFUVER:PALSA:PALSA1_5",-0.763959105718458,23
"319","THUFUVER:PALSA:PALSA1_6",-1.01878503257082,23
"320","THUFUVER:PALSA:PALSA1_7",-0.100010527423939,23
"321","THUFUVER:PALSA:PALSA1_9",-0.806451612903226,23
"322","THUFUVER:PALSA:PALSA2_1",0.16431693450327,23
"323","THUFUVER:PALSA:PALSA2_14",2.1193092621664,23
"324","THUFUVER:PALSA:PALSA2_15",-0.306664849393485,23
"325","THUFUVER:PALSA:PALSA2_16",-1.23792270531401,23
"326","THUFUVER:PALSA:PALSA2_17",-0.288811176644571,23
"327","THUFUVER:PALSA:PALSA2_18",0.622139588100687,23
"328","THUFUVER:PALSA:PALSA2_19",1.62494510320597,23
"329","THUFUVER:PALSA:PALSA2_2",0.103374885983582,23
"330","THUFUVER:PALSA:PALSA2_20",1.60619431719176,23
"331","THUFUVER:PALSA:PALSA2_3",0.514759342736659,23
"332","THUFUVER:PALSA:PALSA2_4",0.0128807128889097,23
"333","THUFUVER:PALSA:PALSA4_1",-0.431412200876306,23
"334","THUFUVER:PALSA:PALSA4_10",1.74948240165631,23
"335","THUFUVER:PALSA:PALSA4_2",1.23847167325428,23
"336","THUFUVER:PALSA:PALSA4_4",0.819252432155658,23
"337","THUFUVER:PALSA:PALSA4_5",0.943714189416919,23
"338","THUFUVER:PALSA:PALSA4_6",0.780237655427201,23
"339","THUFUVER:PALSA:PALSA4_7",0.540407762220585,23
"340","THUFUVER:PALSA:PALSA1_2",0.100981767180926,23
"341","THUFUVER:PALSA:PALSA1_8",-0.26104959942389,23
"342","THUFUVER:PALSA:PALSA2_5",0.831842143444407,23
"343","THUFUVER:PALSA:PALSA2_7",0.673400673400673,23
"344","THUFUVER:PALSA:PALSA2_9",2.04641081218921,23
"345","THUFUVER:PALSA:PALSA4_3",0.398933725526243,23
"346","THUFUVER:PALSA:PALSA5_1",0.0467508181393174,23
"347","THUFUVER:PALSA:PALSA5_3",-0.328738069989396,23
"348","THUFUVER:PALSA:PALSA5_4",-0.0372670807453416,23
"349","THUFUVER:PALSA:PALSA5_5",0.598086124401914,22
"350","THUFUVER:PALSA:PALSA5_6",-0.340641644989471,23
"351","THUFUVER:PALSA:PALSA5_8",-0.634920634920635,6
"352","THUFUVER:PALSA:PALSA5_9",0.481218720783149,22
"353","THUFUVER:PALSA:PALSA3_18",-0.329953600274961,23
"354","THUFUVER:PALSA:PALSA3_19",0.795680591077011,23
"355","THUFUVER:PALSA:PALSA3_11",-0.880434782608696,23
"356","THUFUVER:PALSA:PALSA3_12",0.0372670807453416,23
"357","THUFUVER:PALSA:PALSA3_13",-0.125671430019256,23
"358","THUFUVER:PALSA:PALSA3_14",0.387306346826587,23
"359","THUFUVER:PALSA:PALSA3_17",0.645586297760211,23
"360","THUFUVER:PALSA:PALSA3_4",-0.00535446562433069,23
"361","THUFUVER:PALSA:PALSA3_5",-0.052257525083612,23
"362","THUFUVER:PALSA:PALSA3_7",-0.238704177323103,23
"363","THUFUVER:PALSA:PALSA3_9",-2.32558139534884,6
"364","THUFUVER:PALSA:PALSA5_7",0.756143667296786,23
"365","THUFUVER:PALSA:PALSA3_10",0.243046178773967,23
"366","THUFUVER:PALSA:PALSA3_2",0.334448160535117,23
"367","THUFUVER:PALSA:PALSA3_3",0.578424756579582,23
"368","THUFUVER:PALSA:PALSA3_1",1.06031543052003,23
"369","THUFUVER:PALSA:PALSA3_15",0.346565847511027,23
"370","THUFUVER:PALSA:PALSA3_6",0.527009222661396,23
"371","THUFUVER:PALSA:PALSA3_8",0.108279193736465,23
"372","THUFUVER:SALIXHEATH:SALIXHEATH2_3",-1.97628458498024,23
"373","THUFUVER:SALIXHEATH:SALIXHEATH2_2",-1.92943042156733,23
"374","THUFUVER:SALIXHEATH:SALIXHEATH2_20",-0.101703534197814,23
"375","THUFUVER:SALIXHEATH:SALIXHEATH2_7",-0.46856271112564,23
"376","THUFUVER:SALIXHEATH:SALIXHEATH2_4",-0.77189666036547,23
"377","THUFUVER:SALIXHEATH:SALIXHEATH3_9",-1.68060922084256,23
"378","THUFUVER:SALIXHEATH:SALIXHEATH3_12",-0.763138354921211,23
"379","THUFUVER:SALIXHEATH:SALIXHEATH3_20",-0.177501240600069,23
"380","THUFUVER:SALIXHEATH:SALIXHEATH1_4",3.60551431601273,23
"381","THUFUVER:SALIXHEATH:SALIXHEATH2_8",-0.816864295125165,23
"382","THUFUVER:SALIXHEATH:SALIXHEATH1_19",0.00780379041248604,23
"383","THUFUVER:SALIXHEATH:SALIXHEATH2_18",-2.17391304347826,23
"384","THUFUVER:SALIXHEATH:SALIXHEATH3_8",-2.24982746721877,23
"385","THUFUVER:SALIXHEATH:SALIXHEATH2_19",-1.45352543669514,23
"386","THUFUVER:SALIXHEATH:SALIXHEATH3_7",-2.51752326438279,23
"387","THUFUVER:SALIXHEATH:SALIXHEATH2_11",-0.786047654139032,23
"388","THUFUVER:SALIXHEATH:SALIXHEATH2_5",-0.315148548174892,23
"389","THUFUVER:SALIXHEATH:SALIXHEATH2_6",0.546265328874024,23
"390","THUFUVER:SALIXHEATH:SALIXHEATH3_13",-2.98172652804033,23
"391","THUFUVER:SALIXHEATH:SALIXHEATH1_20",-1.08695652173913,23
"392","THUFUVER:SALIXHEATH:SALIXHEATH1_3",1.96112261329653,23
"393","THUFUVER:SALIXHEATH:SALIXHEATH2_17",0.500658761528327,23
"394","THUFUVER:SALIXHEATH:SALIXHEATH2_16",-0.47673531655225,23
"395","THUFUVER:SALIXHEATH:SALIXHEATH3_11",-2.72598584428716,23
"396","THUFUVER:SALIXHEATH:SALIXHEATH2_14",-0.220541902961563,23
"397","THUFUVER:SALIXHEATH:SALIXHEATH3_2",-1.27272727272727,23
"398","THUFUVER:SALIXHEATH:SALIXHEATH1_2",-0.531400966183575,23
"399","THUFUVER:SALIXHEATH:SALIXHEATH1_9",-0.530773574251835,23
"400","THUFUVER:SALIXHEATH:SALIXHEATH2_9",-0.934195064629847,23
"401","THUFUVER:SALIXHEATH:SALIXHEATH3_1",-1.53985507246377,23
"402","THUFUVER:SALIXHEATH:SALIXHEATH2_12",-0.102974828375286,23
"403","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1.0230179028133,23
"404","THUFUVER:SALIXHEATH:SALIXHEATH3_14",-2.84473796856846,23
"405","THUFUVER:SALIXHEATH:SALIXHEATH3_15",-2.18341648847707,23
"406","THUFUVER:SALIXHEATH:SALIXHEATH3_16",-2.28260869565217,23
"407","THUFUVER:SALIXHEATH:SALIXHEATH3_17",0.869565217391304,23
"408","THUFUVER:SALIXHEATH:SALIXHEATH1_1",0.946704067321178,23
"409","THUFUVER:SALIXHEATH:SALIXHEATH1_10",0.678685047720042,23
"410","THUFUVER:SALIXHEATH:SALIXHEATH2_13",0.0326086956521739,23
"411","THUFUVER:SALIXHEATH:SALIXHEATH1_5",1.20772946859903,23
"412","THUFUVER:SALIXHEATH:SALIXHEATH1_6",0.877137628573232,23
"413","THUFUVER:SALIXHEATH:SALIXHEATH1_7",0.297029702970297,23
"414","THUFUVER:SALIXHEATH:SALIXHEATH1_8",-0.742435799644037,23
"415","THUFUVER:SALIXHEATH:SALIXHEATH3_6",-2.85847263700888,23
"416","THUFUVER:SALIXHEATH:SALIXHEATH3_10",-2.96241709653648,23
